State,Month,Year,Month Number,Month Name,Actual Sales,Predicted Sales,Error,Absolute Error,Best Model,MAE,RMSE,MAPE,WAPE,Forecast Reliability
Kentucky,2018-10-01,2018,10,October,678.29,740.5899999999999,-62.299999999999955,62.299999999999955,Last Value (Naive),1891.955,2729.3093,96.5566,86.4037,Very Low
Kentucky,2018-11-01,2018,11,November,6343.469999999999,740.5899999999999,5602.879999999999,5602.879999999999,Last Value (Naive),1891.955,2729.3093,96.5566,86.4037,Very Low
Kentucky,2018-12-01,2018,12,December,4113.58,740.5899999999999,3372.99,3372.99,Last Value (Naive),1891.955,2729.3093,96.5566,86.4037,Very Low
Louisiana,2018-07-01,2018,7,July,0.0,84.62,-84.62,84.62,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Louisiana,2018-08-01,2018,8,August,1298.55,84.62,1213.9299999999998,1213.9299999999998,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Louisiana,2018-09-01,2018,9,September,0.0,84.62,-84.62,84.62,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Louisiana,2018-10-01,2018,10,October,1541.51,84.62,1456.8899999999999,1456.8899999999999,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Louisiana,2018-11-01,2018,11,November,0.0,84.62,-84.62,84.62,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Louisiana,2018-12-01,2018,12,December,2378.47,84.62,2293.85,2293.85,Three Month Moving Average,869.755,1216.5103,94.8121,100.0,Very Low
Maine,2017-04-01,2017,4,April,0.0,0.0,0.0,0.0,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maine,2017-05-01,2017,5,May,0.0,0.0,0.0,0.0,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maine,2017-06-01,2017,6,June,0.0,0.0,0.0,0.0,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maine,2017-07-01,2017,7,July,0.0,0.0,0.0,0.0,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maine,2017-08-01,2017,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maine,2017-09-01,2017,9,September,547.33,0.0,547.33,547.33,Last Value (Naive),91.2217,223.4465,100.0,100.0,Very Low
Maryland,2018-06-01,2018,6,June,0.0,362.95,-362.95,362.95,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Maryland,2018-07-01,2018,7,July,89.95,362.95,-273.0,273.0,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Maryland,2018-08-01,2018,8,August,2411.8,362.95,2048.8500000000004,2048.8500000000004,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Maryland,2018-09-01,2018,9,September,390.49,362.95,27.54000000000002,27.54000000000002,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Maryland,2018-10-01,2018,10,October,57.64,362.95,-305.31,305.31,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Maryland,2018-11-01,2018,11,November,4676.49,362.95,4313.54,4313.54,Six Month Moving Average,1221.865,1962.3391,203.4858,96.1295,Very Low
Massachusetts,2018-07-01,2018,7,July,328.53999999999996,532.1073846153846,-203.56738461538464,203.56738461538464,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Massachusetts,2018-08-01,2018,8,August,1959.324,532.1073846153846,1427.2166153846156,1427.2166153846156,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Massachusetts,2018-09-01,2018,9,September,1926.4,532.1073846153846,1394.2926153846156,1394.2926153846156,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Massachusetts,2018-10-01,2018,10,October,111.19,532.1073846153846,-420.9173846153846,420.9173846153846,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Massachusetts,2018-11-01,2018,11,November,281.63,532.1073846153846,-250.4773846153846,250.4773846153846,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Massachusetts,2018-12-01,2018,12,December,3275.162,532.1073846153846,2743.0546153846153,2743.0546153846153,Historical Average,1073.2543,1401.5883,126.405,81.6966,Very Low
Michigan,2018-07-01,2018,7,July,0.0,1184.86,-1184.86,1184.86,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Michigan,2018-08-01,2018,8,August,53.72,1184.86,-1131.1399999999999,1131.1399999999999,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Michigan,2018-09-01,2018,9,September,4285.43,1184.86,3100.5700000000006,3100.5700000000006,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Michigan,2018-10-01,2018,10,October,361.17,1184.86,-823.6899999999998,823.6899999999998,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Michigan,2018-11-01,2018,11,November,1024.11,1184.86,-160.75,160.75,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Michigan,2018-12-01,2018,12,December,4039.81,1184.86,2854.95,2854.95,Last Value (Naive),1542.66,1877.5849,498.4803,94.7945,Very Low
Minnesota,2018-07-01,2018,7,July,735.98,603.2815,132.69849999999997,132.69849999999997,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Minnesota,2018-08-01,2018,8,August,201.88,603.2815,-401.40150000000006,401.40150000000006,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Minnesota,2018-09-01,2018,9,September,1630.21,603.2815,1026.9285,1026.9285,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Minnesota,2018-10-01,2018,10,October,1820.13,603.2815,1216.8485,1216.8485,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Minnesota,2018-11-01,2018,11,November,153.46,603.2815,-449.8215,449.8215,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Minnesota,2018-12-01,2018,12,December,1190.23,603.2815,586.9485,586.9485,Historical Average,635.7745,737.2112,114.8574,66.5513,Very Low
Mississippi,2018-07-01,2018,7,July,0.0,147.99,-147.99,147.99,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Mississippi,2018-08-01,2018,8,August,866.4,147.99,718.41,718.41,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Mississippi,2018-09-01,2018,9,September,0.0,147.99,-147.99,147.99,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Mississippi,2018-10-01,2018,10,October,11.68,147.99,-136.31,136.31,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Mississippi,2018-11-01,2018,11,November,173.8,147.99,25.810000000000002,25.810000000000002,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Mississippi,2018-12-01,2018,12,December,1057.42,147.99,909.4300000000001,909.4300000000001,Six Month Moving Average,347.6567,484.1185,337.7029,98.8925,Very Low
Missouri,2018-07-01,2018,7,July,0.0,0.0,0.0,0.0,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Missouri,2018-08-01,2018,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Missouri,2018-09-01,2018,9,September,2635.6800000000003,0.0,2635.6800000000003,2635.6800000000003,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Missouri,2018-10-01,2018,10,October,0.0,0.0,0.0,0.0,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Missouri,2018-11-01,2018,11,November,260.0,0.0,260.0,260.0,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Missouri,2018-12-01,2018,12,December,839.43,0.0,839.43,839.43,Last Value (Naive),622.5183,1134.2436,100.0,100.0,Very Low
Montana,2018-04-01,2018,4,April,0.0,0.0,0.0,0.0,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Montana,2018-05-01,2018,5,May,0.0,0.0,0.0,0.0,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Montana,2018-06-01,2018,6,June,0.0,0.0,0.0,0.0,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Montana,2018-07-01,2018,7,July,0.0,0.0,0.0,0.0,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Montana,2018-08-01,2018,8,August,0.0,0.0,0.0,0.0,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Montana,2018-09-01,2018,9,September,39.9,0.0,39.9,39.9,Last Value (Naive),6.65,16.2891,100.0,100.0,Very Low
Nebraska,2018-07-01,2018,7,July,79.96,73.97,5.989999999999995,5.989999999999995,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nebraska,2018-08-01,2018,8,August,0.0,73.97,-73.97,73.97,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nebraska,2018-09-01,2018,9,September,15.96,73.97,-58.01,58.01,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nebraska,2018-10-01,2018,10,October,104.85,73.97,30.879999999999995,30.879999999999995,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nebraska,2018-11-01,2018,11,November,0.0,73.97,-73.97,73.97,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nebraska,2018-12-01,2018,12,December,3281.06,73.97,3207.09,3207.09,Last Value (Naive),574.985,1310.2623,124.5399,99.0832,Very Low
Nevada,2018-07-01,2018,7,July,0.0,75.792,-75.792,75.792,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
Nevada,2018-08-01,2018,8,August,0.0,75.792,-75.792,75.792,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
Nevada,2018-09-01,2018,9,September,0.0,75.792,-75.792,75.792,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
Nevada,2018-10-01,2018,10,October,0.0,75.792,-75.792,75.792,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
Nevada,2018-11-01,2018,11,November,0.0,75.792,-75.792,75.792,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
Nevada,2018-12-01,2018,12,December,1669.6,75.792,1593.808,1593.808,Last Value (Naive),328.7947,654.3376,95.4605,118.1581,Very Low
New Hampshire,2018-04-01,2018,4,April,0.0,156.64918072966898,-156.64918072966898,156.64918072966898,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Hampshire,2018-05-01,2018,5,May,247.44,156.17254645398313,91.26745354601687,91.26745354601687,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Hampshire,2018-06-01,2018,6,June,0.0,155.69591217829725,-155.69591217829725,155.69591217829725,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Hampshire,2018-07-01,2018,7,July,102.3,155.2192779026114,-52.9192779026114,52.9192779026114,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Hampshire,2018-08-01,2018,8,August,1077.47,154.74264362692554,922.7273563730745,922.7273563730745,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Hampshire,2018-09-01,2018,9,September,82.22,154.2660093512397,-72.04600935123969,72.04600935123969,Holt Linear Trend,241.8842,390.8382,65.4696,96.1492,Very Low
New Jersey,2018-07-01,2018,7,July,6.48,716.4456585365854,-709.9656585365854,709.9656585365854,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Jersey,2018-08-01,2018,8,August,97.84,716.4456585365854,-618.6056585365853,618.6056585365853,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Jersey,2018-09-01,2018,9,September,1623.26,716.4456585365854,906.8143414634146,906.8143414634146,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Jersey,2018-10-01,2018,10,October,2408.46,716.4456585365854,1692.0143414634147,1692.0143414634147,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Jersey,2018-11-01,2018,11,November,46.26,716.4456585365854,-670.1856585365854,670.1856585365854,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Jersey,2018-12-01,2018,12,December,1054.4,716.4456585365854,337.9543414634147,337.9543414634147,Historical Average,822.59,925.1406,2199.238,94.249,Very Low
New Mexico,2018-07-01,2018,7,July,545.85,228.28,317.57000000000005,317.57000000000005,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New Mexico,2018-08-01,2018,8,August,0.0,228.28,-228.28,228.28,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New Mexico,2018-09-01,2018,9,September,138.6,228.28,-89.68,89.68,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New Mexico,2018-10-01,2018,10,October,674.872,228.28,446.592,446.592,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New Mexico,2018-11-01,2018,11,November,201.36,228.28,-26.919999999999987,26.919999999999987,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New Mexico,2018-12-01,2018,12,December,249.51,228.28,21.22999999999999,21.22999999999999,Last Value (Naive),188.3787,245.5011,42.1871,62.4393,Very Low
New York,2018-07-01,2018,7,July,2384.2999999999997,10262.72,-7878.42,7878.42,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
New York,2018-08-01,2018,8,August,6669.652,10262.72,-3593.0679999999993,3593.0679999999993,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
New York,2018-09-01,2018,9,September,14737.803,10262.72,4475.0830000000005,4475.0830000000005,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
New York,2018-10-01,2018,10,October,24715.084000000003,10262.72,14452.364000000003,14452.364000000003,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
New York,2018-11-01,2018,11,November,18190.242,10262.72,7927.521999999999,7927.521999999999,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
New York,2018-12-01,2018,12,December,6705.378000000001,10262.72,-3557.3419999999987,3557.3419999999987,Last Value (Naive),6980.6332,7951.6992,94.9625,57.0605,Very Low
